State,Program,College/University,Years Post Grad,Cohort,Average Earnings
TX,MUSIC,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,"$41,856.00 "
TX,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",UNIVERSITY OF TEXAS AT DALLAS,1,2001,"$41,851.67 "
CO,HISTORY,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2004,"$41,848.00 "
CO,SOCIAL WORK,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2001,"$41,837.00 "
CO,POLITICAL SCIENCE AND GOVERNMENT,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2001,"$41,834.67 "
CO,CHEMISTRY,COLORADO SCHOOL OF MINES,1,2010,"$41,830.00 "
CO,"SOCIAL SCIENCES, GENERAL",UNIVERSITY OF NORTHERN COLORADO,5,2004,"$41,825.33 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF COLORADO-BOULDER,1,2004,"$41,823.33 "
CO,RHETORIC AND COMPOSITION/WRITING STUDIES,UNIVERSITY OF COLORADO DENVER,5,2001,"$41,821.33 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2004,"$41,812.33 "
CO,FILM/VIDEO AND PHOTOGRAPHIC ARTS,UNIVERSITY OF COLORADO-BOULDER,5,1998,"$41,811.00 "
TX,HISTORY,UNIVERSITY OF TEXAS-ARLINGTON,1,2007,"$41,809.67 "
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",FORT LEWIS COLLEGE,10,2001,"$41,809.33 "
TX,"VISUAL AND PERFORMING ARTS, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,5,2001,"$41,794.67 "
TX,MARKETING,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,"$41,780.67 "
CO,FILM/VIDEO AND PHOTOGRAPHIC ARTS,UNIVERSITY OF COLORADO-BOULDER,5,2007,"$41,778.67 "
CO,"PARKS, RECREATION AND LEISURE STUDIES",METROPOLITAN STATE UNIVERSITY OF DENVER,5,1998,"$41,770.33 "
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-AUSTIN,1,2007,"$41,767.67 "
TX,CLINICAL/MEDICAL LABORATORY SCIENCE/RESEARCH AND ALLIED PROFESSIONS,UT HEALTH CENTER-SAN ANTONIO,1,2001,"$41,762.00 "
TX,SOCIOLOGY,UNIVERSITY OF TEXAS - PAN AMERICAN,5,2001,"$41,762.00 "
TX,ENTREPRENEURIAL AND SMALL BUSINESS OPERATIONS,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,"$41,757.67 "
CO,"SOCIAL SCIENCES, GENERAL",COLORADO STATE UNIVERSITY - GLOBAL CAMPU,1,2010,"$41,754.67 "
CO,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2004,"$41,738.67 "
CO,ECONOMICS,UNIVERSITY OF COLORADO-BOULDER,1,2013,"$41,734.33 "
TX,"BUSINESS/COMMERCE, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,"$41,733.00 "
TX,MATHEMATICS,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2007,"$41,726.67 "
CO,RHETORIC AND COMPOSITION/WRITING STUDIES,UNIVERSITY OF COLORADO DENVER,5,2007,"$41,715.00 "
CO,"BIOLOGY, GENERAL",COLORADO STATE UNIVERSITY,5,2007,"$41,708.00 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,5,2007,"$41,701.67 "
CO,APPLIED HORTICULTURE AND HORTICULTURAL BUSINESS SERVICES,COLORADO STATE UNIVERSITY,5,2004,"$41,700.00 "
TX,INTERNATIONAL BUSINESS,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,"$41,697.67 "
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,"$41,693.33 "
CO,"BIOLOGY, GENERAL",UNIVERSITY OF NORTHERN COLORADO,5,2001,"$41,691.67 "
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2001,"$41,690.33 "
TX,MUSIC,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2004,"$41,688.00 "
CO,SOCIOLOGY,COLORADO MESA UNIVERSITY,5,2004,"$41,672.33 "
TX,MUSIC,UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$41,667.33 "
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-EL PASO,5,2007,"$41,642.67 "
CO,FINE AND STUDIO ARTS,METROPOLITAN STATE UNIVERSITY OF DENVER,10,2001,"$41,642.00 "
TX,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$41,637.67 "
TX,MUSIC,UNIVERSITY OF TEXAS-EL PASO,1,2001,"$41,634.33 "
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF NORTHERN COLORADO,5,2001,"$41,630.33 "
CO,HISTORY,UNIVERSITY OF COLORADO-BOULDER,5,2007,"$41,626.00 "
CO,PUBLIC HEALTH,COLORADO STATE UNIVERSITY,1,2007,"$41,625.67 "
TX,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF TEXAS-ARLINGTON,1,2004,"$41,624.00 "
CO,ANIMAL SCIENCES,COLORADO STATE UNIVERSITY,5,1998,"$41,620.00 "
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS AT TYLER,5,2001,"$41,619.67 "
TX,ANTHROPOLOGY,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2001,"$41,613.33 "
TX,RESEARCH AND EXPERIMENTAL PSYCHOLOGY,UNIVERSITY OF TEXAS AT DALLAS,1,2013,"$41,607.33 "
CO,INFORMATION SCIENCE/STUDIES,COLORADO STATE UNIVERSITY-PUEBLO,1,2010,"$41,603.00 "
TX,MATHEMATICS,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,"$41,593.67 "
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS-EL PASO,1,2004,"$41,591.00 "
CO,AREA STUDIES,UNIVERSITY OF COLORADO-BOULDER,5,2004,"$41,584.67 "
CO,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",METROPOLITAN STATE UNIVERSITY OF DENVER,5,2007,"$41,580.33 "
TX,MATHEMATICS,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,"$41,569.67 "
TX,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",UNIVERSITY OF TEXAS-ARLINGTON,1,2013,"$41,568.00 "
CO,"PARKS, RECREATION AND LEISURE FACILITIES MANAGEMENT",UNIVERSITY OF NORTHERN COLORADO,5,1998,"$41,567.67 "
TX,APPAREL AND TEXTILES,UNIVERSITY OF TEXAS-AUSTIN,1,2004,"$41,561.00 "
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF COLORADO DENVER,5,2001,"$41,557.67 "
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-EL PASO,5,2007,"$41,557.33 "
CO,"BIOLOGY, GENERAL",FORT LEWIS COLLEGE,5,2001,"$41,555.33 "
CO,"FOODS, NUTRITION, AND RELATED SERVICES",COLORADO STATE UNIVERSITY,5,2004,"$41,548.33 "
CO,DIETETICS AND CLINICAL NUTRITION SERVICES,UNIVERSITY OF NORTHERN COLORADO,5,2001,"$41,544.67 "
TX,"VISUAL AND PERFORMING ARTS, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,5,2007,"$41,537.00 "
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",COLORADO STATE UNIVERSITY,5,1998,"$41,532.00 "
TX,SOCIOLOGY,UNIVERSITY OF TEXAS-ARLINGTON,1,2001,"$41,531.33 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS-PERMIAN BASIN,5,2004,"$41,528.00 "
CO,WILDLIFE AND WILDLANDS SCIENCE AND MANAGEMENT,COLORADO STATE UNIVERSITY,5,1998,"$41,518.33 "
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-AUSTIN,1,2004,"$41,513.67 "
TX,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$41,510.67 "
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS-PERMIAN BASIN,5,2004,"$41,508.00 "
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS AT TYLER,1,2001,"$41,502.67 "
CO,HISTORY,UNIVERSITY OF NORTHERN COLORADO,5,1998,"$41,489.00 "
CO,"HUMAN DEVELOPMENT, FAMILY STUDIES, AND RELATED SERVICES",COLORADO STATE UNIVERSITY,5,1998,"$41,475.67 "
CO,DESIGN AND APPLIED ARTS,COLORADO STATE UNIVERSITY,5,2004,"$41,469.00 "
TX,CIVIL ENGINEERING,UNIVERSITY OF TEXAS-EL PASO,1,2010,"$41,466.67 "
TX,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS-ARLINGTON,1,2010,"$41,457.33 "
TX,DESIGN AND APPLIED ARTS,UNIVERSITY OF TEXAS-EL PASO,5,2004,"$41,454.33 "
CO,FINE AND STUDIO ARTS,FORT LEWIS COLLEGE,10,2004,"$41,450.67 "
CO,HISTORY,UNIVERSITY OF NORTHERN COLORADO,5,2001,"$41,448.67 "
TX,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",UNIVERSITY OF TEXAS-EL PASO,1,2007,"$41,441.00 "
TX,ENTREPRENEURIAL AND SMALL BUSINESS OPERATIONS,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,"$41,429.33 "
TX,ANTHROPOLOGY,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2004,"$41,416.00 "
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS AT TYLER,1,2004,"$41,407.00 "
CO,FORESTRY,COLORADO STATE UNIVERSITY,5,2001,"$41,402.67 "
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF COLORADO-BOULDER,5,2004,"$41,401.33 "
TX,MUSIC,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,"$41,394.00 "
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS - BROWNSVILLE,1,2004,"$41,382.00 "
TX,HISTORY,UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2010,"$41,373.33 "
CO,SOCIAL WORK,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2007,"$41,370.67 "
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2001,"$41,362.67 "
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS AT TYLER,1,2010,"$41,342.00 "
TX,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",UNIVERSITY OF TEXAS-EL PASO,1,2001,"$41,337.33 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS AT TYLER,5,2004,"$41,337.00 "
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2001,"$41,336.33 "
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS-ARLINGTON,1,2010,"$41,316.00 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF COLORADO DENVER,1,2001,"$41,308.67 "
CO,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF COLORADO DENVER,5,2007,"$41,290.00 "
TX,HISTORY,UNIVERSITY OF TEXAS-ARLINGTON,1,2004,"$41,280.00 "
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS - BROWNSVILLE,5,2007,"$41,275.00 "
CO,FINE AND STUDIO ARTS,UNIVERSITY OF COLORADO DENVER,5,2001,"$41,274.67 "
CO,COMMUNICATION AND MEDIA STUDIES,COLORADO STATE UNIVERSITY-PUEBLO,5,2001,"$41,269.67 "
CO,NATURAL RESOURCES CONSERVATION AND RESEARCH,UNIVERSITY OF COLORADO-BOULDER,5,2007,"$41,265.33 "
CO,SOCIOLOGY,COLORADO STATE UNIVERSITY-PUEBLO,5,2004,"$41,264.67 "
CO,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STUDIES",UNIVERSITY OF COLORADO-BOULDER,5,2001,"$41,252.33 "
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",ADAMS STATE COLLEGE,5,1998,"$41,250.67 "
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF COLORADO DENVER,5,2004,"$41,249.00 "
CO,JOURNALISM,UNIVERSITY OF NORTHERN COLORADO,5,2007,"$41,226.67 "
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF COLORADO-BOULDER,5,2007,"$41,224.67 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS - BROWNSVILLE,1,2007,"$41,213.00 "
CO,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF NORTHERN COLORADO,10,2004,"$41,200.67 "
TX,MUSIC,UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$41,200.00 "
TX,MARKETING,UNIVERSITY OF TEXAS-EL PASO,1,2004,"$41,190.00 "
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",COLORADO MESA UNIVERSITY,10,2001,"$41,189.67 "
CO,"BIOLOGY, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,5,2007,"$41,184.33 "
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2007,"$41,181.33 "
TX,DESIGN AND APPLIED ARTS,UNIVERSITY OF TEXAS-AUSTIN,1,2004,"$41,172.67 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS - PAN AMERICAN,5,2007,"$41,167.00 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF COLORADO-BOULDER,1,2010,"$41,161.67 "
TX,MATHEMATICS,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2001,"$41,144.00 "
CO,SOCIOLOGY,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2007,"$41,141.00 "
TX,SOCIOLOGY,UNIVERSITY OF TEXAS - BROWNSVILLE,5,2001,"$41,138.33 "
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,"$41,133.00 "
CO,SOCIOLOGY,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2001,"$41,131.33 "
CO,HISTORY,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2007,"$41,113.67 "
TX,HISTORY,UNIVERSITY OF TEXAS-ARLINGTON,1,2013,"$41,113.33 "
TX,HUMAN RESOURCES MANAGEMENT AND SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,"$41,112.33 "
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-AUSTIN,1,2010,"$41,105.67 "
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2007,"$41,103.00 "
TX,RHETORIC AND COMPOSITION/WRITING STUDIES,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2001,"$41,102.67 "
CO,FINE AND STUDIO ARTS,METROPOLITAN STATE UNIVERSITY OF DENVER,5,1998,"$41,096.33 "
TX,HUMAN RESOURCES MANAGEMENT AND SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,"$41,093.33 "
TX,MATHEMATICS,UNIVERSITY OF TEXAS-EL PASO,1,2013,"$41,084.67 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS-ARLINGTON,1,2013,"$41,079.67 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-EL PASO,5,2007,"$41,079.33 "
TX,MUSIC,UNIVERSITY OF TEXAS-AUSTIN,1,2004,"$41,065.67 "
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2001,"$41,065.67 "
CO,"PSYCHOLOGY, GENERAL",COLORADO STATE UNIVERSITY,5,1998,"$41,064.67 "
CO,"BUSINESS/COMMERCE, GENERAL",COLORADO STATE UNIVERSITY,1,2013,"$41,062.67 "
TX,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS-EL PASO,1,2004,"$41,049.67 "
CO,COMMUNICATION AND MEDIA STUDIES,UNIV OF COLORADO AT COLO SPRINGS,5,2004,"$41,049.00 "
TX,RHETORIC AND COMPOSITION/WRITING STUDIES,UNIVERSITY OF TEXAS-ARLINGTON,1,2004,"$41,049.00 "
CO,DESIGN AND APPLIED ARTS,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2004,"$41,024.00 "
CO,"FOODS, NUTRITION, AND RELATED SERVICES",COLORADO STATE UNIVERSITY,5,2007,"$41,023.00 "
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS-AUSTIN,5,2007,"$41,016.67 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS - BROWNSVILLE,5,2007,"$41,016.00 "
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO STATE UNIVERSITY-PUEBLO,10,2004,"$41,014.00 "
TX,"GENERAL SALES, MERCHANDISING AND RELATED MARKETING OPERATIONS",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,"$41,008.00 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS-PERMIAN BASIN,5,2004,"$41,007.33 "
TX,HISTORY,UNIVERSITY OF TEXAS-EL PASO,1,2004,"$40,984.00 "
TX,ECONOMICS,UNIVERSITY OF TEXAS-ARLINGTON,1,2010,"$40,980.67 "
CO,"PSYCHOLOGY, GENERAL",ADAMS STATE COLLEGE,10,2004,"$40,978.33 "
TX,DESIGN AND APPLIED ARTS,UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$40,962.67 "
TX,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",UNIVERSITY OF TEXAS - BROWNSVILLE,1,2001,"$40,961.67 "
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",COLORADO MESA UNIVERSITY,1,2001,"$40,944.00 "
CO,"PSYCHOLOGY, GENERAL",METROPOLITAN STATE UNIVERSITY OF DENVER,5,2001,"$40,944.00 "
TX,INFORMATION SCIENCE/STUDIES,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2007,"$40,938.33 "
CO,ANTHROPOLOGY,UNIVERSITY OF COLORADO-BOULDER,5,2001,"$40,932.67 "
TX,MARKETING,UNIVERSITY OF TEXAS-EL PASO,1,2001,"$40,930.00 "
TX,MATHEMATICS,UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2007,"$40,928.33 "
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,WESTERN STATE COLORADO UNIVERSITY,5,2007,"$40,921.67 "
CO,"PARKS, RECREATION AND LEISURE FACILITIES MANAGEMENT",COLORADO STATE UNIVERSITY,5,1998,"$40,916.33 "
CO,HISTORY,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2001,"$40,911.33 "
TX,INTERNATIONAL BUSINESS,UNIVERSITY OF TEXAS-ARLINGTON,1,2010,"$40,909.33 "
CO,FINANCE AND FINANCIAL MANAGEMENT SERVICES,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2013,"$40,908.00 "
CO,SOCIOLOGY,COLORADO STATE UNIVERSITY,5,2007,"$40,905.33 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$40,900.33 "
CO,ENVIRONMENTAL/ENVIRONMENTAL HEALTH ENGINEERING,UNIVERSITY OF COLORADO-BOULDER,1,2013,"$40,884.00 "
CO,"BIOLOGY, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,5,2004,"$40,883.67 "
TX,APPAREL AND TEXTILES,UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$40,883.33 "
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,WESTERN STATE COLORADO UNIVERSITY,5,2001,"$40,883.33 "
TX,ARCHITECTURE,UNIVERSITY OF TEXAS-ARLINGTON,1,2001,"$40,882.00 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS AT DALLAS,1,2013,"$40,877.00 "
TX,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2007,"$40,876.33 "
TX,HISTORY,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2007,"$40,874.33 "
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS - PAN AMERICAN,5,2001,"$40,873.33 "
TX,MUSIC,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,"$40,871.33 "
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,COLORADO STATE UNIVERSITY-PUEBLO,5,1998,"$40,870.00 "
CO,ECONOMICS,UNIVERSITY OF COLORADO DENVER,1,2010,"$40,869.33 "
CO,BEHAVIORAL SCIENCES,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2004,"$40,837.00 "
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-AUSTIN,1,2010,"$40,833.33 "
TX,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",UNIVERSITY OF TEXAS AT DALLAS,1,2013,"$40,831.00 "
TX,BUSINESS/MANAGERIAL ECONOMICS,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,"$40,824.00 "
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS AT TYLER,5,2004,"$40,809.67 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS-ARLINGTON,1,2010,"$40,807.67 "
TX,SOCIOLOGY,UNIVERSITY OF TEXAS - BROWNSVILLE,5,2004,"$40,786.00 "
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS - BROWNSVILLE,5,2007,"$40,772.67 "
TX,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF TEXAS-EL PASO,1,2001,"$40,768.67 "
TX,"FOODS, NUTRITION, AND RELATED SERVICES",UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$40,766.67 "
TX,"BUSINESS/COMMERCE, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,"$40,766.67 "
TX,ARCHITECTURE,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2001,"$40,764.67 "
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-AUSTIN,1,2007,"$40,761.33 "
TX,PUBLIC HEALTH,UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$40,751.33 "
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",FORT LEWIS COLLEGE,5,1998,"$40,732.33 "
CO,"SOCIAL SCIENCES, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,5,2001,"$40,731.00 "
TX,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS-AUSTIN,1,2007,"$40,729.33 "
TX,MARKETING,UNIVERSITY OF TEXAS AT TYLER,1,2004,"$40,719.67 "
TX,MUSIC,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2010,"$40,717.00 "
TX,CRIMINOLOGY,UNIVERSITY OF TEXAS AT DALLAS,1,2013,"$40,712.00 "
CO,"PSYCHOLOGY, GENERAL",ADAMS STATE COLLEGE,10,2001,"$40,709.67 "
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF COLORADO DENVER,1,1998,"$40,698.00 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS AT TYLER,5,2007,"$40,698.00 "
CO,SOCIOLOGY,WESTERN STATE COLORADO UNIVERSITY,5,2007,"$40,694.67 "
CO,ACCOUNTING AND RELATED SERVICES,COLORADO MESA UNIVERSITY,1,2010,"$40,692.00 "
TX,APPAREL AND TEXTILES,UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$40,690.00 "
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS AT TYLER,1,2007,"$40,686.00 "
CO,HISTORY,COLORADO STATE UNIVERSITY,5,2001,"$40,686.00 "
TX,URBAN STUDIES/AFFAIRS,UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$40,678.00 "
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2001,"$40,676.67 "
CO,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",COLORADO STATE UNIVERSITY,5,2004,"$40,674.33 "
CO,"BUSINESS/COMMERCE, GENERAL",WESTERN STATE COLORADO UNIVERSITY,5,2001,"$40,671.00 "
TX,HISTORY,UNIVERSITY OF TEXAS-EL PASO,1,2001,"$40,667.67 "
TX,"BUSINESS/COMMERCE, GENERAL",UNIVERSITY OF TEXAS-EL PASO,5,2007,"$40,666.33 "
TX,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",UNIVERSITY OF TEXAS - BROWNSVILLE,1,2004,"$40,663.67 "
TX,MARKETING,UNIVERSITY OF TEXAS-ARLINGTON,1,2010,"$40,658.33 "
CO,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",METROPOLITAN STATE UNIVERSITY OF DENVER,5,2001,"$40,656.67 "
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF COLORADO DENVER,5,2001,"$40,656.67 "
TX,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF TEXAS-EL PASO,5,2007,"$40,636.00 "
CO,"PARKS, RECREATION AND LEISURE STUDIES",WESTERN STATE COLORADO UNIVERSITY,10,1998,"$40,634.67 "
CO,"HUMAN DEVELOPMENT, FAMILY STUDIES, AND RELATED SERVICES",COLORADO STATE UNIVERSITY,5,2001,"$40,633.67 "
CO,"PSYCHOLOGY, GENERAL",COLORADO MESA UNIVERSITY,10,2001,"$40,631.00 "
TX,JOURNALISM,UNIVERSITY OF TEXAS-ARLINGTON,5,2007,"$40,620.33 "
CO,FINE AND STUDIO ARTS,FORT LEWIS COLLEGE,5,1998,"$40,620.33 "
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2004,"$40,617.33 "
CO,"SOCIAL SCIENCES, GENERAL",UNIVERSITY OF NORTHERN COLORADO,5,2001,"$40,613.33 "
